nan,kierunek,date,dzień tygodnia,start_time,liczba godzin lekcyjnych,class,title,instructor,subject,method,room,uwagi
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,15 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,12 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,13 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,11 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,12 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,13 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,11 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,12 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,13 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,11 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,15 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,16 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,14 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,15 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,16 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,14 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,8.00-11.45,5,15 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,16 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,14 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-19,niedziela,08.00-11.45,5,6,dr,BOCHAROVA Tatiana,Patologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,7,dr,BOCHAROVA Tatiana,Patologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,5,dr,BOCHAROVA Tatiana,Patologia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-19,niedziela,08.00-11.45,5,8,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2026-04-19,niedziela,12.00-15.45,5,9,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2026-04-19,niedziela,16.00-19.45,5,10,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,5 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,6 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,7 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,5 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,6 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,7 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,5 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,6 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,7 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,8 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,9 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,10 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,8 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,9 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,10 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,8 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,9 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,10 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,11 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,12 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,13 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,11 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,12 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,13 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,14 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,15 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,16 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,14 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,15 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,16 b,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,14 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,15 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,16 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,12 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,13 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,11 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,12 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,13 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,11 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,12 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,13 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,11 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,15 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,16 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,14 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,15 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,16 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,14 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,8.00-11.45,5,15 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,12.00-15.45,5,16 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-25,sobota,16.00-19.45,5,14 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,6 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,7 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,5 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,6 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,7 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,5 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,6 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,7 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,5 c,mgr,SOSZYŃSKA Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,9 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,10 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,8 a,mgr,BZDURSKA Joanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,9 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,10 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,8 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 403",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,9 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,10 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,8 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,12 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,13 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,11 a,mgr,ROSIŃSKA Marlena / MANKE Elżbieta,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,12 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,13 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,11 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,15 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,16 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,14 a,mgr,KOLONKO Tomasz,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,15 b,mgr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,16 b,mgr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,14 b,mgr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,15 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,16 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,14 c,mgr,ZŁOCH Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,5 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,6 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,7 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,5 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,6 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,7 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,5 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,6 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,7 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,8 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,9 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,10 a,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,8 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,9 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,10 b,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,8.00-11.45,5,8 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,9 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,10 c,mgr,,Badanie fizykalne w praktyce zawodowej pielęgniarki,ćwiczenia,,
,PIEL I WEEK,2026-04-26,niedziela,08.00-11.45,5,10,mgr,RUREK Magdalena,Język migowy,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,8,mgr,RUREK Magdalena,Język migowy,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,9,mgr,RUREK Magdalena,Język migowy,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2026-04-26,niedziela,08.00-11.45,5,14,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2026-04-26,niedziela,12.00-15.45,5,15,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2026-04-26,niedziela,16.00-19.45,5,16,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2026-05-09,sobota,8.00-11.45,5,7 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-05-09,sobota,12.00-15.45,5,5 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2026-05-09,sobota,16.00-19.45,5,6 a,mgr,DROŻDŻYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
